region.id,casa.ant.med,poblacion,casas.num,ingreso.med,cuartos.prom,habitaciones.prom,ocupantes.prom,valor.med.log
3635,35,720,231,3.4013,0.987012987,5.303030303,3.116883117,12.08107616
3636,37,1061,356,3.9615,1.036516854,4.879213483,2.980337079,12.06508495
3637,37,987,233,4.0057,1.034334764,5.489270386,4.236051502,12.05931126
3638,36,1099,353,4.0368,1.09631728,4.900849858,3.113314448,12.11778773
3639,34,1080,340,3.66,1.058823529,4.670588235,3.176470588,12.1259466
3640,41,664,223,3.8083,0.959641256,4.618834081,2.977578475,12.12160349
3641,39,913,314,3.325,1.095541401,4.869426752,2.907643312,12.09066179
3642,43,1418,442,4.5278,0.970588235,5.106334842,3.208144796,12.11066246
3643,35,2222,566,2.6299,1.090106007,4.042402827,3.925795053,12.04766291
3644,39,998,309,3.9625,1.077669903,4.854368932,3.229773463,12.03290903
3645,31,2397,579,2.871,1.037996546,3.552677029,4.139896373,12.12486259
3646,24,4625,1097,2.0699,1.064721969,3.137648131,4.216043756,12.11724143
3647,25,3781,1267,2.5833,1.08050513,3.467245462,2.98421468,12.12105927
3648,8,1803,695,2.7714,1.130935252,3.753956835,2.594244604,12.13188775
3649,19,7307,2660,2.585,1.057894737,3.722556391,2.746992481,11.88724384
3650,36,718,248,3.4612,1.072580645,4.802419355,2.89516129,12.09402314
3651,37,1011,343,4.8703,0.976676385,4.854227405,2.947521866,12.1286515
3652,41,1014,322,2.875,1.00931677,4.472049689,3.149068323,12.03528432
3653,41,1159,378,2.825,1.055555556,4.185185185,3.066137566,12.03528432
3654,34,1447,455,4.2656,0.942857143,5.054945055,3.18021978,12.36179352
3655,17,2636,1054,2.425,1.147058824,3.479127135,2.500948767,12.07539432
3656,36,774,306,3.6618,0.964052288,4.483660131,2.529411765,12.14046689
3657,43,729,230,3.6442,0.965217391,5.304347826,3.169565217,12.13511356
3658,30,1753,506,2.9803,1.075098814,4.847826087,3.464426877,12.16264309
3659,35,1594,446,4.0167,1.029147982,4.966367713,3.573991031,12.1714812
3660,45,554,187,4.8194,0.967914439,5.197860963,2.962566845,12.1079084
3661,36,1556,491,3.6591,1.099796334,5.207739308,3.16904277,12.12160349
3662,37,889,274,4.0049,0.97080292,5.124087591,3.244525547,12.15477935
3663,38,513,170,4.8816,1.088235294,5.782352941,3.017647059,12.35233515
3664,40,594,236,4.1121,1.042372881,5.436440678,2.516949153,12.34235026
3665,32,1177,311,3.6,1.019292605,4.643086817,3.784565916,12.01127357
3666,17,1671,448,3.5521,1.033482143,3.988839286,3.729910714,11.9283409
3667,38,63,29,1.3594,1.448275862,4.310344828,2.172413793,11.97224725
3668,35,1850,503,4.775,1.083499006,5.073558648,3.677932406,12.09793049
3669,18,3001,795,3.0083,1.045283019,4.283018868,3.774842767,12.11121236
3670,43,1184,320,2.1518,0.934375,3.728125,3.7,11.99287943
3671,36,1414,337,4.1181,1.035608309,4.87537092,4.195845697,12.05931126
3672,35,1577,524,5.35,0.988549618,5.400763359,3.009541985,12.25724093
3673,35,897,267,5.592,1.093632959,6.700374532,3.359550562,12.38797745
3674,40,533,155,3.695,0.961290323,4.593548387,3.438709677,12.01491214
3675,35,1277,345,5.0818,0.968115942,5.188405797,3.701449275,12.1377938
3676,32,1516,432,3.6845,1.020833333,4.326388889,3.509259259,12.09234388
3677,14,2729,803,2.6667,1.080946451,3.495641345,3.398505604,12.05757264
3678,20,864,318,2.375,1.081761006,3.698113208,2.716981132,12.08785201
3679,35,1295,300,3.7708,1.01,4.893333333,4.316666667,12.04707691
3680,33,1665,466,3.0833,1.038626609,4.251072961,3.572961373,12.09569959
3681,34,1938,568,4.1857,1.036971831,5.288732394,3.411971831,12.19904803
3682,29,1636,540,5.1586,1.005555556,5.357407407,3.02962963,12.37750176
3683,34,66,33,1,1.454545455,4.878787879,2,12.14153412
3684,34,1064,274,5.6687,1.01459854,5.587591241,3.883211679,12.2419223
3685,36,1181,303,3.1563,1.075907591,4.594059406,3.897689769,12.08050942
3686,36,1939,484,4.2875,0.940082645,4.297520661,4.006198347,12.08164257
3687,34,2164,484,3.7143,1.152892562,4.694214876,4.47107438,12.07653327
3688,11,1989,530,2.9028,1.096226415,4.013207547,3.752830189,12.06738513
3689,32,348,102,2.2679,0.980392157,3.549019608,3.411764706,11.91839057
3690,15,1994,670,2.8333,1.107462687,3.708955224,2.976119403,12.11833373
3691,37,1545,351,3.7663,0.991452991,4.307692308,4.401709402,11.98480234
3692,41,1668,389,3.025,0.961439589,4.010282776,4.287917738,11.94665404
3693,41,198,50,1.8929,1.3,6.74,3.96,11.93753939
3694,42,730,158,3.8,0.917721519,4.525316456,4.620253165,12.04060821
3695,23,3911,1068,3.0125,1.096441948,3.874531835,3.661985019,12.11011225
3696,17,3950,973,2.0348,1.056526208,2.665981501,4.059609455,12.08503432
3697,33,1990,423,3.7455,1.111111111,4.808510638,4.704491726,11.98042596
3698,34,2488,597,2.9861,1.020100503,3.683417085,4.167504188,12.05408629
3699,38,1798,405,2.3182,0.975308642,3.365432099,4.439506173,12.05058774
3700,33,1378,306,2.8917,1.009803922,4.699346405,4.503267974,12.04590389
3701,11,1512,664,4.1445,1.031626506,4.399096386,2.277108434,12.08050942
3702,34,995,386,2.9583,1.095854922,3.810880829,2.577720207,12.14791373
3703,36,1934,599,2.8784,1.010016694,3.7278798,3.228714524,12.18024189
3704,33,1345,500,3.1629,1.024,3.658,2.69,12.20055746
3705,19,2203,705,2.6696,1.164539007,4.09929078,3.124822695,12.1286515
3706,41,1439,461,3.0491,1.052060738,4.338394794,3.121475054,12.16525065
3707,23,2555,657,2.0968,1.080669711,2.853881279,3.888888889,11.99843328
3708,19,3483,731,2.2234,1.001367989,2.752393981,4.764705882,12.1079084
3709,41,2751,836,2.1,1.03708134,3.497607656,3.290669856,12.05292147
3710,37,1667,404,2.4375,0.975247525,3.54950495,4.126237624,12.07994237
3711,32,1044,248,2.4306,1.149193548,4.004032258,4.209677419,12.14153412
3712,13,3351,1200,3.6875,1.0775,4.049166667,2.7925,12.26386974
3713,37,587,230,3.625,1.004347826,4.060869565,2.552173913,12.1079084
3714,30,1987,609,2.8424,1.075533662,3.927750411,3.26272578,12.33005863
3715,35,1483,574,3.0395,1.043554007,3.797909408,2.583623693,12.16159816
3716,39,612,247,4.1429,0.979757085,4.732793522,2.477732794,12.20607265
3717,32,2209,610,3.5164,1.072131148,4.481967213,3.621311475,12.28857387
3718,24,2850,839,1.9549,1.082240763,3.752085816,3.396901073,12.30817787
3719,42,450,148,3.9792,0.97972973,5.263513514,3.040540541,12.17458198
3720,34,1997,573,3.338,0.998254799,4.57591623,3.485165794,12.31268238
3721,27,3403,948,2.2377,1.023206751,3.376582278,3.589662447,12.35319871
3722,28,2240,737,3.0221,1.105834464,4.594301221,3.039348711,12.57798097
3723,33,2318,775,2.2589,1.019354839,4.326451613,2.990967742,12.50506551
3724,33,2281,786,2.6165,1.055979644,4.179389313,2.902035623,12.34930681
3725,27,2022,812,3.1551,1.083743842,4.630541872,2.490147783,12.3265188
3726,31,1626,637,3.6745,1.014128728,4.532182104,2.552590267,12.72337724
3727,30,856,333,3.3594,1.06006006,3.972972973,2.570570571,12.21701259
3728,33,1546,597,3.9099,1.108877722,4.551088777,2.58961474,12.49687485
3729,31,1102,507,3.8906,1.00591716,4.767258383,2.17357002,12.55037132
3730,40,449,166,5.7143,0.903614458,6.102409639,2.704819277,12.85422246
3731,45,595,228,3.6625,0.986842105,4.850877193,2.609649123,12.15845679
3732,43,966,323,4.7171,1.102167183,5.696594427,2.990712074,12.3796057
3733,30,1052,496,3.0119,1.034274194,4.048387097,2.120967742,12.47686285
3734,37,939,400,2.8021,1.0625,4.9825,2.3475,12.32207632
3735,30,306,129,4.1125,0.976744186,4.03875969,2.372093023,12.28626919
3736,35,862,368,3.6007,0.967391304,4.432065217,2.342391304,12.47533613
3737,32,1912,791,3.5711,1.13653603,4.707964602,2.417193426,12.65299954
3738,27,1891,871,3.4013,1.045924225,4.119402985,2.171067738,12.56374709
3739,25,2454,876,2.9982,1.128995434,4.331050228,2.801369863,12.22685518
3740,42,985,414,2.9327,0.939613527,4.72705314,2.379227053,12.38922719
3741,26,1599,773,3.3516,1.058214748,4.327296248,2.068564036,12.39462475
3742,44,220,112,3.3906,0.8125,4.258928571,1.964285714,12.31850807
3743,36,627,191,2.4167,1,4.732984293,3.282722513,12.1699272
3744,45,471,228,2.3333,1.096491228,5.157894737,2.065789474,12.80683038
3745,35,501,262,3.8056,1.083969466,5.167938931,1.91221374,12.86021909
3746,34,1150,551,4.2989,1.052631579,4.787658802,2.087114338,12.80683038
3747,32,1159,510,6.3703,0.990196078,6,2.27254902,13.05151164
3748,35,879,402,4.692,1.064676617,5.042288557,2.186567164,12.70957149
3749,42,950,302,2.7379,0.956953642,4.331125828,3.145695364,12.10901093
3750,40,1396,526,3.0061,1.079847909,3.952471483,2.653992395,12.15898104
3751,27,3847,1432,2.1449,1.066340782,3.375698324,2.686452514,12.01551728
3752,24,2251,574,2.4792,1.134146341,3.454703833,3.921602787,12.20607265
3753,33,739,392,2.8208,1.158163265,4.051020408,1.885204082,12.38212459
3754,40,835,385,3.6563,0.966233766,4.405194805,2.168831169,12.31223284
3755,36,1217,374,2.9728,0.997326203,4.299465241,3.254010695,12.15583143
3756,42,643,252,3.3958,1.19047619,4.523809524,2.551587302,12.0917835
3757,44,473,179,3.3125,1,5.033519553,2.642458101,12.13565018
3758,30,736,258,1.9866,1.023255814,3.786821705,2.852713178,12.08616235
3759,35,2106,746,2.9228,1.064343164,3.95308311,2.8230563,12.08559849
3760,32,3129,1010,2.5603,1.04950495,3.517821782,3.098019802,12.06795934
3761,31,1119,334,2.3056,1.05988024,3.320359281,3.350299401,12.20607265
3762,31,1584,466,2.5234,1.083690987,4.160944206,3.399141631,12.20356952
3763,42,1349,427,3.2596,0.974238876,4.011709602,3.159250585,12.16420844
3764,35,1631,614,3.9038,1.07980456,4.535830619,2.656351792,12.5285184
3765,27,1382,615,3.875,1.053658537,5.328455285,2.247154472,12.8106618
3766,35,882,406,4.375,0.945812808,4.86453202,2.172413793,12.58348116
3767,32,1573,621,3.4449,1.120772947,5.156199678,2.533011272,12.58758653
3768,35,1130,485,5.451,1.045360825,6.024742268,2.329896907,12.74198105
3769,37,794,340,5.9275,0.973529412,5.829411765,2.335294118,12.72754143
3770,34,1139,463,4.0347,1.056155508,5.311015119,2.460043197,12.77592161
3771,41,850,490,3.4208,0.975510204,4.183673469,1.734693878,12.74665123
3772,40,452,187,4.569,0.983957219,6.064171123,2.417112299,12.71859683
3773,27,1073,535,5.1496,1.125233645,5.224299065,2.005607477,12.80765263
3774,31,914,370,6.1359,0.981081081,6.040540541,2.47027027,12.79302563
3775,28,1963,961,3.9028,1.082206035,4.853277836,2.042663892,12.81556644
3776,14,372,130,4.1875,1.153846154,4.438461538,2.861538462,12.52452638
3777,25,1201,545,3.6641,1.03853211,5.080733945,2.203669725,12.86385168
3778,24,2421,1180,2.2652,1.087288136,3.765254237,2.051694915,12.50320988
3779,24,2945,1492,3.3545,1.037533512,4.254021448,1.97386059,12.30817787
3780,28,1351,697,3.2052,1.073170732,4.00286944,1.93830703,12.55532007
3781,26,2806,1491,3.1929,1.080482897,4.311871227,1.881958417,12.48823954
3782,46,603,283,5.1169,0.985865724,5.590106007,2.130742049,12.93434563
3783,37,547,258,5.1584,1.108527132,5.379844961,2.120155039,13.00515518
3784,30,1359,557,2.7708,1.116696589,3.619389587,2.439856373,12.16681193
3785,46,1055,585,3.3177,1.013675214,4.45982906,1.803418803,12.64239022
3786,31,944,474,3.7312,1.056962025,4.635021097,1.991561181,12.67419951
3787,44,1543,528,2.3851,1.060606061,4.346590909,2.922348485,12.17612877
3788,15,2683,857,2.3784,1.179696616,3.882147025,3.130688448,12.13027093
3789,42,377,181,2.4107,0.944751381,3.314917127,2.082872928,12.12486259
3790,10,1438,429,2.2756,1.102564103,3.335664336,3.351981352,12.3077263
3791,6,542,321,0.8198,1.090342679,2.660436137,1.68847352,12.69158046
3792,6,3298,1790,2.7231,1.12122905,3.645810056,1.842458101,12.4292162
3793,10,1373,680,3.6128,1.1,3.832352941,2.019117647,12.32385568
3794,25,1054,578,3.6375,1.069204152,4.238754325,1.823529412,12.47800636
3795,40,774,352,4.4122,1.085227273,5.605113636,2.198863636,12.55072561
3796,43,1510,670,2.4835,1.058208955,4.253731343,2.253731343,12.52197768
3797,32,989,493,4.0764,1.127789047,4.979716024,2.006085193,12.69158046
3798,17,1808,1041,3.5051,1.102785783,3.986551393,1.736791547,12.3562153
3799,11,1659,789,3.1106,1.103929024,3.676806084,2.102661597,12.25200158
3800,45,822,342,5.1423,0.979532164,5.131578947,2.403508772,12.68509796
3801,42,862,429,4.3542,1.03030303,5.370629371,2.009324009,12.94299745
3802,35,783,402,4.1544,0.97761194,5.584577114,1.947761194,13.12236538
3803,20,2824,1053,2.773,1.20702754,3.884140551,2.681861349,11.85296277
3804,26,1955,640,4.125,1.0484375,4.4796875,3.0546875,12.33050022
3805,28,1198,417,2.9219,1.043165468,4.153477218,2.872901679,12.39379625
3806,20,4031,1369,3.2448,1.078889701,4.204528853,2.944485026,12.30682255
3807,30,2172,707,2.1888,1.036775106,3.297029703,3.072135785,12.18382704
3808,19,2657,1090,2.9688,1.055045872,3.363302752,2.437614679,12.2165179
3809,13,1867,802,3.5255,1.017456359,3.648379052,2.327930175,12.21948233
3810,7,1456,535,3.5,1.228037383,3.889719626,2.721495327,12.13832899
3811,34,1805,584,2.9735,1.032534247,4.301369863,3.090753425,12.30138283
3812,20,2475,1002,2.9025,1.140718563,3.931137725,2.47005988,12.34191387
3813,25,2077,649,3.3864,1.114021572,4.43605547,3.200308166,12.19298741
3814,26,1545,513,2.8974,1.089668616,3.951267057,3.011695906,12.1542529
3815,22,3618,1092,2.1974,1.111721612,3.141025641,3.313186813,11.44892013
3816,25,746,420,1.3565,1.069047619,2.692857143,1.776190476,12.32385568
3817,23,1809,553,3.1667,1.032549729,3.773960217,3.27124774,12.21602298
3818,35,515,202,5.2118,1.01980198,5.49009901,2.54950495,12.28210733
3819,34,938,305,3.915,1.127868852,5.301639344,3.075409836,12.29087325
3820,12,2258,967,2.4375,1.119958635,3.961737332,2.335056877,12.45058622
3821,23,2249,777,2.6957,1.111969112,3.667953668,2.894465894,12.16368693
3822,20,3809,1381,2.8646,1.154236061,4.126719768,2.758146271,12.30637037
3823,36,1132,423,3.8833,1,4.865248227,2.676122931,12.25676576
3824,25,2723,1195,2.7118,1.235983264,3.841004184,2.278661088,12.54859795
3825,33,2113,843,3.892,1.118623962,4.601423488,2.506524318,12.58758653
3826,27,1039,455,2.5562,0.989010989,3.454945055,2.283516484,12.15740747
3827,18,2099,742,2.5842,1.078167116,3.677897574,2.82884097,12.34930681
3828,22,2519,1258,3.0893,1.073131955,3.859300477,2.002384738,12.23368781
3829,37,739,253,2.4667,1.003952569,4.241106719,2.920948617,12.16629178
3830,20,4826,1632,2.7237,1.115196078,3.671568627,2.957107843,12.36093736
3831,35,779,309,6.1142,0.954692557,4.825242718,2.521035599,12.45410391
3832,29,1942,679,3.1118,1.022091311,4.493372607,2.860088365,12.38044603
3833,36,1544,554,2.7375,1.124548736,4.870036101,2.78700361,12.36691517
3834,35,1628,495,2.5197,0.965656566,3.468686869,3.288888889,12.3265188
3835,17,2517,889,2.936,1.068616423,3.300337458,2.831271091,12.3566455
3836,27,1827,712,4.125,1.037921348,4.831460674,2.566011236,12.41105223
3837,37,983,347,5,0.991354467,4.368876081,2.832853026,12.40328281
3838,19,2278,835,2.6709,1.148502994,4.176047904,2.728143713,12.28071619
3839,29,1143,438,2.4583,1.047945205,3.650684932,2.609589041,12.20156249
3840,22,1254,572,2.6364,0.993006993,3.587412587,2.192307692,12.51024304
3841,36,1206,528,2.2326,0.939393939,3.933712121,2.284090909,12.30591798
3842,11,2166,768,2.891,1.23828125,3.764322917,2.8203125,12.09010047
3843,17,2423,556,2.1977,1.064748201,2.78057554,4.357913669,11.94600574
3844,11,2466,855,2.2264,1.052631579,2.899415205,2.884210526,12.1079084
3845,22,3350,713,2.0192,1.158485273,3.528751753,4.698457223,11.97224725
3846,27,2038,718,3.0877,1.001392758,3.596100279,2.838440111,12.06795934
3847,41,495,196,5.0929,1,5.632653061,2.525510204,12.32385568
3848,39,839,380,3.7171,1.021052632,4.763157895,2.207894737,12.34060354
3849,34,861,417,3.6875,1.059952038,4.419664269,2.064748201,12.41471151
3850,33,844,397,4.5081,0.972292191,4.511335013,2.125944584,12.43480058
3851,35,1336,419,3.4583,1.109785203,4.341288783,3.188544153,12.44193497
3852,35,550,256,2.2461,1.0546875,3.796875,2.1484375,12.27839331
3853,25,1941,958,3.8081,1.183716075,5.183716075,2.026096033,12.56619165
3854,33,1021,450,3.6019,1.08,4.615555556,2.268888889,12.32385568
3855,25,2328,1017,2.6238,1.086529007,3.765978368,2.289085546,12.25486281
3856,33,1056,391,4.375,1.058823529,5.439897698,2.700767263,12.56409668
3857,33,933,412,2.6979,0.980582524,4.075242718,2.264563107,12.49125159
3858,34,906,429,4.4464,0.988344988,5.081585082,2.111888112,12.77450658
3859,42,284,113,11.2093,0.902654867,6.876106195,2.513274336,13.12236538
3860,29,1085,599,3.2763,1.071786311,4.482470785,1.811352254,12.54039973
3861,34,1233,476,4.0474,0.981092437,5.508403361,2.590336134,12.84713675
3862,35,1362,623,4.1218,1.030497592,4.943820225,2.186195827,12.70229212
3863,33,580,311,4.0391,1.035369775,5.196141479,1.864951768,12.72932079
3864,22,2237,1220,3.7105,1.113114754,4.083606557,1.833606557,12.5157608
3865,21,996,470,3.2386,1.121276596,4.578723404,2.119148936,12.53285523
3866,33,1388,658,4.3333,1.044072948,4.711246201,2.109422492,12.47342445
3867,24,1463,620,4.1875,1.088709677,4.538709677,2.359677419,12.64206696
3868,22,2620,1610,3.1478,1.078881988,4.165838509,1.627329193,12.5197879
3869,33,1035,492,4.475,1.016260163,5.170731707,2.103658537,12.6596928
3870,28,1173,545,4.4423,1.141284404,5.128440367,2.152293578,12.54397243
3871,26,1098,540,4.3839,1.198148148,4.718518519,2.033333333,12.60853324
3872,22,4876,1697,2.875,1.0760165,3.573364761,2.873305834,12.33314573
3873,32,1596,547,3.9886,1.034734918,4.740402194,2.91773309,12.20206462
3874,35,1000,309,4.6731,0.970873786,5.385113269,3.236245955,12.31984766
3875,37,1012,366,4.1597,0.953551913,4.371584699,2.765027322,12.21404082
3876,33,1242,419,4.1319,1.081145585,5.262529833,2.964200477,12.2244036
3877,36,1334,472,4.3462,1.108050847,5.919491525,2.826271186,12.31088301
3878,36,629,245,4.9643,0.934693878,5.118367347,2.567346939,12.37201072
3879,36,817,308,5.5675,1.006493506,5.376623377,2.652597403,12.28257062
3880,36,1156,392,4.185,0.987244898,4.979591837,2.948979592,12.25104601
3881,36,1064,398,4.7,1.057788945,6.020100503,2.673366834,12.31761402
3882,36,766,272,4.8646,1.047794118,5.488970588,2.816176471,12.26998597
3883,35,959,226,5.0282,0.982300885,5.64159292,4.243362832,12.18280402
3884,35,1052,248,5.5209,1.096774194,6.532258065,4.241935484,12.222438
3885,36,1490,427,4.3261,0.992974239,5.606557377,3.489461358,12.23902375
3886,34,762,282,5.1265,1.060283688,5.897163121,2.70212766,12.25961341
3887,29,2630,867,4.6607,0.979238754,4.730103806,3.033448674,12.20507215
3888,18,1855,725,2.9389,1.097931034,4.308965517,2.55862069,12.26998597
3889,35,1427,434,5.0623,1.129032258,5.97235023,3.288018433,12.41471151
3890,35,1041,317,4.4271,1.03785489,5.813880126,3.283911672,12.23125294
3891,36,788,248,3.5333,0.975806452,5.185483871,3.177419355,12.18994326
3892,34,819,306,4.3194,0.960784314,5.225490196,2.676470588,12.19095901
3893,33,2097,810,3.8247,1.034567901,4.827160494,2.588888889,12.24865309
3894,13,4126,1773,3.7313,1.0428652,4.696559504,2.32712916,12.15372617
3895,35,1757,581,4.3571,1.022375215,4.975903614,3.024096386,12.20507215
3896,33,2118,763,3.225,1.072083879,4.285714286,2.775884666,12.2322276
3897,35,807,311,4.5125,1.067524116,5.363344051,2.594855305,12.20757152
3898,35,850,330,4.1806,0.933333333,4.890909091,2.575757576,12.25008953
3899,37,1031,414,4.0924,1.048309179,4.990338164,2.490338164,12.14632264
3900,36,823,273,4.5648,1.051282051,4.864468864,3.014652015,12.17406585
3901,42,884,334,2.2304,0.964071856,4.664670659,2.646706587,12.2248944
3902,33,1166,472,4.2344,1.014830508,4.930084746,2.470338983,12.47800636
3903,34,1350,535,3.7049,1.085981308,5.36635514,2.523364486,12.33490552
3904,35,1161,421,5.3028,0.992874109,6.026128266,2.757719715,12.34235026
3905,38,1141,379,4.2865,1.079155673,5.757255937,3.01055409,12.30637037
3906,18,2047,909,4.1304,1.02640264,4.674367437,2.251925193,12.34191387
3907,35,1158,445,5.0796,1.101123596,6.112359551,2.602247191,12.33841583
3908,26,1142,470,4,1.082978723,4.587234043,2.429787234,12.32252146
3909,19,2490,1222,2.6437,1.06710311,3.531096563,2.037643208,12.18075484
3910,37,1082,354,4.9102,0.97740113,5.070621469,3.056497175,12.24143979
3911,26,1998,603,2.8701,1.097844113,3.683250415,3.313432836,12.16055213
3912,21,1624,628,3.6905,1.036624204,4.058917197,2.585987261,12.0996004
3913,18,3161,1280,3.1106,1.0328125,4.5796875,2.46953125,12.04707691
3914,31,1494,415,3.5313,1.012048193,4.730120482,3.6,12.26339771
3915,42,464,163,2.9511,1.042944785,5.404907975,2.846625767,12.22538496
3916,37,763,284,3.8516,0.968309859,5.492957746,2.686619718,12.23999086
3917,37,1039,343,4.8295,1.011661808,5.516034985,3.029154519,12.26481314
3918,32,1961,633,2.625,1.093206951,4.135860979,3.097946288,12.16681193
3919,34,1168,427,4.2143,0.908665105,5.402810304,2.735362998,12.41064481
3920,26,2118,778,4.2083,1.137532134,5.366323907,2.722365039,12.38964342
3921,36,891,286,4.175,1.076923077,5.398601399,3.115384615,12.15950501
3922,35,1431,403,4.0789,1.017369727,5.640198511,3.550868486,12.189435
3923,35,425,140,5.4548,1.028571429,5.585714286,3.035714286,12.21304826
3924,34,671,221,3.9615,1.095022624,5.597285068,3.036199095,12.12051476
3925,34,1237,517,4.433,1.085106383,4.988394584,2.392649903,12.36776623
3926,36,719,270,4.8264,0.82962963,5.059259259,2.662962963,12.43320822
3927,22,2199,737,2.5739,1.071913161,4.586160109,2.983717775,12.3850553
3928,25,1280,425,3.9632,1.075294118,4.56,3.011764706,12.38964342
3929,36,475,192,4.675,0.885416667,5.09375,2.473958333,12.31268238
3930,31,990,360,4.3654,1.027777778,5.155555556,2.75,12.31850807
3931,24,1649,633,3.0187,1.099526066,4.173775671,2.605055292,12.29087325
3932,26,1986,645,2.9974,1.037209302,3.620155039,3.079069767,12.09402314
3933,18,733,178,5.2149,1.039325843,4.758426966,4.117977528,12.2155278
3934,37,826,249,5.015,1.012048193,5.578313253,3.317269076,12.30546539
3935,27,1702,586,3.7798,1.034129693,4.769624573,2.90443686,12.46226405
3936,23,2447,765,5.8798,1.036601307,6.393464052,3.19869281,12.50802738
3937,17,1879,708,4.1359,1.063559322,4.607344633,2.653954802,12.44980283
3938,13,3739,1226,4.0313,1.074225122,5.079119086,3.049755302,12.60920169
3939,35,1428,468,5.6345,0.942307692,5.47008547,3.051282051,12.33797772
3940,27,1034,344,4.7125,1.026162791,6.421511628,3.005813953,12.43280973
3941,34,895,305,5.0462,1.049180328,6.370491803,2.93442623,12.33578425
3942,34,1560,514,4.8333,1.013618677,4.647859922,3.035019455,12.32563188
3943,21,7282,2387,2.8039,1.072475911,3.984918307,3.050691244,12.33490552
3944,34,1861,576,5.6407,0.967013889,6.065972222,3.230902778,12.43519827
3945,33,866,289,5.6356,0.951557093,5.660899654,2.996539792,12.39379625
3946,26,1597,513,6.1074,1.007797271,6.304093567,3.113060429,12.46303775
3947,34,1313,428,4.0909,1.10046729,6.151869159,3.067757009,12.35836446
3948,41,778,245,3.3534,0.930612245,4.318367347,3.175510204,12.10348606
3949,16,896,475,3.6296,0.983157895,3.616842105,1.886315789,11.98853833
3950,33,1208,406,5.4527,1.061576355,6.426108374,2.975369458,12.33314573
3951,23,1486,492,5.7613,1.101626016,6.296747967,3.020325203,12.37073927
3952,31,1762,588,5.5709,1.100340136,6.721088435,2.996598639,12.40819683
3953,16,1902,574,8.4438,1,7.512195122,3.31358885,12.87390202
3954,5,2315,687,9.6465,0.96797671,7.902474527,3.369723435,13.12236538
3955,23,3037,1058,6.9223,1.024574669,7.069943289,2.870510397,12.73198391
3956,32,1678,545,5.0025,1.014678899,5.932110092,3.078899083,12.36691517
3957,19,2814,950,6.7785,1.1,7.801052632,2.962105263,12.72516401
3958,17,2924,785,2.5797,1.105732484,3.486624204,3.724840764,12.11996995
3959,21,2300,677,2.754,1.00295421,2.64254062,3.397341211,12.0996004
3960,10,2162,829,3.2297,1.135102533,3.46079614,2.607961399,11.91839057
3961,19,2004,784,2.6159,1.093112245,3.292091837,2.556122449,12.11340896
3962,35,1083,355,5.0483,1.01971831,4.985915493,3.050704225,12.30591798
3963,36,499,179,4.1181,0.932960894,4.905027933,2.787709497,12.1568824
3964,18,4642,1699,3.1818,1.100058858,4.212477928,2.732195409,12.24529336
3965,21,1824,692,3.5,1.075144509,4.304913295,2.63583815,12.31806115
3966,36,1246,426,4.1111,1.035211268,6.103286385,2.924882629,12.28118012
3967,36,1358,445,4.5568,1.053932584,5.750561798,3.051685393,12.21354466
3968,33,943,315,5.223,0.987301587,5.584126984,2.993650794,12.25104601
3969,35,793,249,5.1463,1.072289157,6.257028112,3.184738956,12.3022915
3970,35,756,216,4.233,1.055555556,6.125,3.5,12.30727453
3971,34,986,347,4.8125,1.07204611,6.296829971,2.841498559,12.49387971
3972,35,966,336,3.8839,1.1875,6.931547619,2.875,12.32341114
3973,27,2863,1033,3.3125,1.03678606,4.149080348,2.771539206,12.31402979
3974,15,2173,1078,2.85,1.000927644,2.839517625,2.015769944,12.14153412
3975,28,368,143,5.6159,0.993006993,6.34965035,2.573426573,12.7381704
3976,29,1120,388,5.0309,1.036082474,6.239690722,2.886597938,12.40819683
3977,25,1241,439,6.4044,1.066059226,7.116173121,2.826879271,12.71619802
3978,35,905,315,5.5101,0.974603175,6.13968254,2.873015873,12.49650094
3979,29,794,270,5.5191,1.051851852,6.196296296,2.940740741,12.41227348
3980,28,1790,701,4.1154,1.068473609,5.455064194,2.553495007,12.41471151
3981,34,369,127,4.3125,1,5.535433071,2.905511811,12.25533889
3982,16,5105,3302,2.8312,1.266807995,4.516050878,1.546032707,12.2732639
3983,32,1741,563,5.1529,1.04973357,6.337477798,3.092362345,12.46689726
3984,32,697,233,6.6689,1.038626609,7.064377682,2.991416309,12.97849301
3985,30,1062,377,6.0094,0.98938992,6.363395225,2.816976127,12.41145948
3986,33,1423,470,5.6163,1.05106383,6.419148936,3.027659574,12.42279563
3987,33,1784,615,5.1641,1.01300813,6.191869919,2.900813008,12.48142907
3988,28,1424,521,4.4167,1.09596929,6.284069098,2.733205374,12.41835745
3989,27,1016,326,4.925,1.039877301,5.5,3.116564417,12.38964342
3990,27,1346,497,5.2016,1.028169014,5.577464789,2.708249497,12.40081672
3991,23,3221,1043,7.642,0.988494727,7.232981783,3.088207095,12.8344146
3992,33,2019,743,5.5798,1.059219381,6.418573351,2.717362046,12.73139272
3993,26,2574,883,7.7846,1.022650057,7.663646659,2.915062288,12.92147044
3994,36,1243,413,6.5304,1.06779661,7.217917676,3.00968523,12.99407536
3995,35,908,342,6.0928,0.929824561,6.058479532,2.65497076,12.69863246
3996,29,1471,587,6.2064,0.977853492,5.780238501,2.505962521,12.72158726
